componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
spaces		[]	spaces	[]		spaces	[]		[]	#spaces	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	spaces	required	not-applicable	required	required	required	required	required	required	required					required	required		13bscsaamjad			[]	access-controls	https://metrics.qlikcloud.io/d/suE1HsUik/spaces-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/spaces/Playbook.md		false	false			spaces: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-06-06 19:30:32 +0000 UTC), 	core,access-controls	true
splunk-connect-for-kubernetes		[]	splunk-connect-for-kubernetes	[]		splunk-connect-for-kubernetes	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	splunk-connect-for-kubernetes	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	required		umanarne			[]					false	false				core,	true
spring-petclinic		[]	petclinic	[]			[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	spring-petclinic	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	required					[]					false	false			spring-petclinic: Dependabot is not configured for component, 	core,	true
spring-service-kit		[]		[]			[]		[]	#catalog-team-spring-service-kit	#catalog-team-spring-service-kit-bot-pipeline	#catalog-team-spring-service-kit	qlik-catalog	false	spring-service-kit	[]		[]		[]	spring-service-kit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
sprout		[]		[]			[]		[]	#frontend-development	#frontend-development-ci	#frontend-development	frontend-core	false		[]	sprout	[]		[]	sprout	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	egilsster			[]					true	false				intake	true
sre-hello-world		[]	sre-hello-world-sleeper	[]		sre-hello-world-sleeper	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	sre-hello-world	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	kirthiprakash			[]					false	true				core,	true
stitch-agent-service		[]	stitch-agent-service	[]		stitch-agent-service	[]		[]	#stitch-agent-service	#stitch-agent-service-bot	#stitch-agent-service	stitch	false		[]		[]		[]	stitch-agent-service	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	HannaZaboura			[]	data-integration	https://metrics.qlikcloud.io/d/1qQgicA4t/stitch-agent-service-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/stitch-agent-service/Playbook.md		false	false			stitch-agent-service: primaryChampion (=HannaZaboura) is not a member of owningTeam (=stitch), 	core,data-integration	true
stitch-local-agent		[]		[]			[]		[]	#dis-apps-scrumteam	#dis-apps-scrumteam	#dis-apps-scrumteam	dis-apps	false	stitch-local-agent	[]		[]		[]	stitch-local-agent	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
strimzi-kafka-operator		[]		[]		strimzi-kafka-operator	[]		[]	#ask-sre-backend	#sre-team-backend	#ask-sre-backend	site-reliability-engineering	false		[]		[]		[]	strimzi-kafka-operator	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	wanix			[]					false	false			strimzi-kafka-operator: discussionSlackChannel (=#ask-sre-backend) is not a public Slack channel, strimzi-kafka-operator: botSlackChannel (=#sre-team-backend) is not a valid Slack channel, 	core,	true
subscriptions		[]	subscriptions	[]		subscriptions	[]		[]	#subscriptions	#subscriptions	#subscriptions	hub_features	false		[]		[]		[]	subscriptions	required	not-applicable	required	required	required	required	required	required	required					required	required		muditaggarwal2001			[]	alerting	https://metrics.qlikcloud.io/d/yk9GGP2Wk/subscriptions-metrics?orgId=1&var-datasource=qcs-prod&var-job=subscriptions&var-account=qcs-prod&var-environment=prod&var-region=All&var-scrapeSource=All&var-timerange=10m&var-github_url=https:%2F%2Fgithub.com%2Fqlik-trial%2Fsubscriptions	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/subscriptions/Playbook.md		false	false			subscriptions: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), subscriptions: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-09-06 16:03:00 +0000 UTC), 	core,alerting	true
talend-management-console		[]		[]			[]		[]	#talend-qlik-ui-tech-sync	#talend-qlik-ui-tech-sync	#talend-qlik-ui-tech-sync	talend-read-only	false		[]		[]		[]	talend-management-console	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	lmaillet	QMFE Component for Talend UI's		[]					false	false		talend-management-console: component has 4 critical and high Dependendabot alerts, talend-management-console: component is part of QCS or QCG but no Code Coverage tool is defined, 	talend-management-console: component has 3 high Dependendabot alerts, talend-management-console: Dependabot is not configured for component, talend-management-console: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.4) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
teleport-cluster		[]		[]		teleport-cluster	[]		[]	#sre	#sre_releases	#sre	devsecops	false		[]		[]		[]	teleport-cluster	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	michael-lamor			[]					false	false				core,	true
teleport-kube-agent		[]		[]		teleport-kube-agent	[]		[]	#sre	#sre_releases	#sre	devsecops	false		[]		[]		[]	teleport-kube-agent	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	michael-lamor			[]					false	false				core,	true
template-picker-ui		[]		[]			[]		[]	#template-picker-ui	#template-picker-ui	#template-picker-ui	workflow-automation	false		[]		[]		[]	template-picker-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	phiols			[]					false	false	qmfe	template-picker-ui: component has 1 critical and high Dependendabot alerts, 	template-picker-ui: component has 1 high Dependendabot alerts, 	intake	true
templates		[]	templates	[]		templates	[]		[]	#saas-templates	#saas-templates	#saas-templates	workflow-automation	false		[]		[]		[]	templates	required	not-applicable	required	required	required	required	required	required	required					required	required		deepakgururaj			[]	integrations	https://metrics.qlikcloud.io/d/m6R3JM87z/templates-metrics	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/templates/Playbook.md		false	false			templates: component is part of QCS or QCG but keys operator is not enabled, , templates: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), templates: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-05-30 07:26:24 +0000 UTC), templates: component is part of QCS, QCG or LEF but the latest release tag (=v0.13.3) is below v1.0.0 which indicates that the version is not ready for production, 	core,integrations	true
temporary-contents		[]	temporary-contents	[]		temporary-contents	[]		[]	#temp-contents	#temp-contents	#qlik-services-team-sta-alerts	qlik-services	false		[]		[]		[]	temporary-contents	required	not-applicable	required	required	required	required	required	required	required					required	required		emilhjd	Service to handle temporary contents, app exports, attachments etc.		[]	data-connectors	https://metrics.qlikcloud.io/d/0-wfqm9ik/temporary-contents-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/temporary-contents/Playbook.md		false	false			temporary-contents: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-12-16 09:36:27 +0000 UTC), 	core,data-connectors	true
tenants		[]	tenants	[]		tenants	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	tenants	required	not-applicable	required	required	required	required	required	required	required					required	required		longhuo			[]	authentication	https://metrics.qlikcloud.io/d/KlOYE1Nmk/tenants-metrics?orgId=1	https://github.com/qlik-trial/tenants/tree/master/docs/playbooks/playbook.md		false	false			tenants: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-03-22 13:33:31 +0000 UTC), 	core,authentication	true
test-bench		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]		[]		[]	test-bench	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	egilsster	Test bench for all micro-frontends		[]					true	false		test-bench: component has 1 critical and high Dependendabot alerts, 	test-bench: component has 1 high Dependendabot alerts, test-bench: component is part of QCS, QCG or LEF but the latest release tag (=v0.2.0) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
tigera-operator		[]		[]		tigera-operator	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	tigera-operator	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	richgerrard			[]					false	false				core,	true
tlt-example-service		[]	tlt-example-service	[]		tlt-example-service	[]		[]	#tlt-auto-notificatins	#tlt-auto-notificatins	#tlt-auto-notificatins	tlt	false		[]		[]		[]	tlt-example-service	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		martin-andersson-qlik			[]	access-controls	https://metrics.qlikcloud.io/d/suE1HsUik/spaces-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/spaces/Playbook.md		false	false			tlt-example-service: Dependabot is not configured for component, 	core,access-controls	true
tracing		[]		[]		tracing	[]		[]	#distributed-tracing	#sre_releases	#sre-observability-sme	site-reliability-engineering	false		[]		[]		[]	tracing	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	required		dsmith-qlik			[]	qcs-infra	https://metrics.qlikcloud.io/d/BKf2sowmj/opentelemetry-collector-otel	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/tracing/Playbook.md		false	false			tracing: Dependabot is not configured for component, 	core,qcs-infra	true
tracingutils		[]		[]	tracingutils		[]		[]	#hybrid_services	#hybrid_services	#hybrid_services	qlik-services	false		[]		[]		[]	tracingutils	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		13bscsaamjad	qlik-services tracing wrapper		[]					false	false			tracingutils: Dependabot is not configured for component, 	core,	true
translator		[]		[]			[]		[]	#frontend-development	#frontend-development-ci	#frontend-development	visualizations-properties	false		[]	translator	[]		[]	translator	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
transport		[]	transport	[]		transport	[]		[]	#cloud-alerting-services-pub	#transport-service	#cloud-alerting-services-pub	cloud-alerting-services	false		[]		[]		[]	transport	required	not-applicable	required	required	required	required	required	required	required					required	required		QlikBDA			[]	alerting	https://metrics.qlikcloud.io/d/qlcPq2BZz/transport-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/transport/Playbook.md		false	false			transport: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-01-25 20:18:36 +0000 UTC), 	core,alerting	true
twistlock-console		[]		[]		twistlock-console	[]		[]	#sre_security_alerts	#sre_security_alerts	#sre_security_alerts	devsecops	false		[]		[]		[]	twistlock-console	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		richgerrard			[]					false	false			twistlock-console: Dependabot is not configured for component, 	core,	true
twistlock-defender		[]		[]		twistlock-defender	[]		[]	#sre_security_alerts	#sre_security_alerts	#sre_security_alerts	devsecops	false		[]		[]		[]	twistlock-defender	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		richgerrard			[]					false	false			twistlock-defender: Dependabot is not configured for component, 	core,	true
